fixed_acidity,fixed_acidity__is_outlier,volatile_acidity,volatile_acidity__is_outlier,citric_acid,citric_acid__is_outlier,residual_sugar,residual_sugar__is_outlier,chlorides,chlorides__is_outlier,free_sulfur_dioxide,free_sulfur_dioxide__is_outlier,total_sulfur_dioxide,total_sulfur_dioxide__is_outlier,density,density__is_outlier,ph,ph__is_outlier,sulphates,sulphates__is_outlier,alcohol,alcohol__is_outlier,quality,quality__is_outlier
9.3,0,0.715,0,0.24,0,2.1,0,0.07,0,5.0,0,20.0,0,0.9966,0,3.12,0,0.59,0,9.9,0,5,0
7.7,0,0.58,0,0.1,0,1.8,0,0.102,0,28.0,0,109.0,0,0.99565,0,3.08,0,0.49,0,9.8,0,6,0
8.3,0,0.715,0,0.15,0,1.8,0,0.089,0,10.0,0,52.0,0,0.9968,0,3.23,0,0.77,0,9.5,0,5,0
7.2,0,0.33,0,0.33,0,1.7,0,0.061,0,3.0,0,13.0,0,0.996,0,3.23,0,1.1,1,10.0,0,8,1
6.3,0,1.02,1,0.0,0,2.0,0,0.083,0,17.0,0,24.0,0,0.99437,0,3.59,0,0.55,0,11.2,0,4,0
8.6,0,0.8,0,0.11,0,2.3,0,0.084,0,12.0,0,31.0,0,0.9979,0,3.4,0,0.48,0,9.9,0,5,0
9.1,0,0.21,0,0.37,0,1.6,0,0.067,0,6.0,0,10.0,0,0.99552,0,3.23,0,0.58,0,11.1,0,7,0
8.4,0,0.36,0,0.32,0,2.2,0,0.081,0,32.0,0,79.0,0,0.9964,0,3.3,0,0.72,0,11.0,0,6,0
7.4,0,0.36,0,0.34,0,1.8,0,0.075,0,18.0,0,38.0,0,0.9933,0,3.38,0,0.88,0,13.6,1,7,0
6.4,0,0.63,0,0.21,0,1.6,0,0.08,0,12.0,0,32.0,0,0.99689,0,3.58,0,0.66,0,9.8,0,5,0
6.0,0,0.54,0,0.06,0,1.8,0,0.05,0,38.0,0,89.0,0,0.99236,1,3.3,0,0.5,0,10.55,0,6,0
12.3,0,0.5,0,0.49,0,2.2,0,0.089,0,5.0,0,14.0,0,1.0002,0,3.19,0,0.44,0,9.6,0,5,0
7.3,0,0.69,0,0.32,0,2.2,0,0.069,0,35.0,0,104.0,0,0.99632,0,3.33,0,0.51,0,9.5,0,5,0
7.5,0,0.42,0,0.31,0,1.6,0,0.08,0,15.0,0,42.0,0,0.9978,0,3.31,0,0.64,0,9.0,0,5,0
7.1,0,0.75,0,0.01,0,2.2,0,0.059,0,11.0,0,18.0,0,0.99242,1,3.39,0,0.4,0,12.8,0,6,0
8.2,0,0.28,0,0.6,0,3.0,0,0.104,0,10.0,0,22.0,0,0.99828,0,3.39,0,0.68,0,10.6,0,5,0
11.5,0,0.45,0,0.5,0,3.0,0,0.078,0,19.0,0,47.0,0,1.0003,0,3.26,0,1.11,1,11.0,0,6,0
7.4,0,0.36,0,0.29,0,2.6,0,0.087,0,26.0,0,72.0,0,0.99645,0,3.39,0,0.68,0,11.0,0,5,0
15.6,1,0.685,0,0.76,0,3.7,1,0.1,0,6.0,0,43.0,0,1.0032,1,2.95,1,0.68,0,11.2,0,7,0
9.6,0,0.77,0,0.12,0,2.9,0,0.082,0,30.0,0,74.0,0,0.99865,0,3.3,0,0.64,0,10.4,0,6,0
6.2,0,0.65,0,0.06,0,1.6,0,0.05,0,6.0,0,18.0,0,0.99348,0,3.57,0,0.54,0,11.95,0,5,0
8.3,0,0.33,0,0.42,0,2.3,0,0.07,0,9.0,0,20.0,0,0.99426,0,3.38,0,0.77,0,12.7,0,7,0
7.0,0,0.55,0,0.13,0,2.2,0,0.075,0,15.0,0,35.0,0,0.9959,0,3.36,0,0.59,0,9.7,0,6,0
8.6,0,0.42,0,0.39,0,1.8,0,0.068,0,6.0,0,12.0,0,0.99516,0,3.35,0,0.69,0,11.7,0,8,1
7.7,0,0.96,0,0.2,0,2.0,0,0.047,0,15.0,0,60.0,0,0.9955,0,3.36,0,0.44,0,10.9,0,5,0
5.0,0,1.04,1,0.24,0,1.6,0,0.05,0,32.0,0,96.0,0,0.9934,0,3.74,1,0.62,0,11.5,0,5,0
7.9,0,0.72,0,0.17,0,2.6,0,0.096,0,20.0,0,38.0,0,0.9978,0,3.4,0,0.53,0,9.5,0,5,0
9.9,0,0.5,0,0.5,0,13.8,1,0.205,1,48.0,1,82.0,0,1.00242,1,3.16,0,0.75,0,8.8,0,5,0
8.3,0,0.3,0,0.49,0,3.8,1,0.09,0,11.0,0,24.0,0,0.99498,0,3.27,0,0.64,0,12.1,0,7,0
10.1,0,0.45,0,0.23,0,1.9,0,0.082,0,10.0,0,18.0,0,0.99774,0,3.22,0,0.65,0,9.3,0,6,0
7.4,0,0.36,0,0.3,0,1.8,0,0.074,0,17.0,0,24.0,0,0.99419,0,3.24,0,0.7,0,11.4,0,8,1
6.0,0,0.5,0,0.04,0,2.2,0,0.092,0,13.0,0,26.0,0,0.99647,0,3.46,0,0.47,0,10.0,0,5,0
9.0,0,0.82,0,0.14,0,2.6,0,0.089,0,9.0,0,23.0,0,0.9984,0,3.39,0,0.63,0,9.8,0,5,0
10.4,0,0.52,0,0.45,0,2.0,0,0.08,0,6.0,0,13.0,0,0.99774,0,3.22,0,0.76,0,11.4,0,6,0
8.4,0,0.36,0,0.32,0,2.2,0,0.081,0,32.0,0,79.0,0,0.9964,0,3.3,0,0.72,0,11.0,0,6,0
5.9,0,0.44,0,0.0,0,1.6,0,0.042,1,3.0,0,11.0,0,0.9944,0,3.48,0,0.85,0,11.7,0,6,0
7.9,0,0.4,0,0.3,0,1.8,0,0.157,1,2.0,0,45.0,0,0.99727,0,3.31,0,0.91,0,9.5,0,6,0
7.5,0,0.52,0,0.11,0,1.5,0,0.079,0,11.0,0,39.0,0,0.9968,0,3.42,0,0.58,0,9.6,0,5,0
8.4,0,0.665,0,0.61,0,2.0,0,0.112,0,13.0,0,95.0,0,0.997,0,3.16,0,0.54,0,9.1,0,5,0
10.6,0,0.31,0,0.49,0,2.2,0,0.063,0,18.0,0,40.0,0,0.9976,0,3.14,0,0.51,0,9.8,0,6,0
6.9,0,0.4,0,0.14,0,2.4,0,0.085,0,21.0,0,40.0,0,0.9968,0,3.43,0,0.63,0,9.7,0,6,0
8.0,0,0.725,0,0.24,0,2.8,0,0.083,0,10.0,0,62.0,0,0.99685,0,3.35,0,0.56,0,10.0,0,6,0
7.6,0,0.43,0,0.29,0,2.1,0,0.075,0,19.0,0,66.0,0,0.99718,0,3.4,0,0.64,0,9.5,0,5,0
7.2,0,0.25,0,0.37,0,2.5,0,0.063,0,11.0,0,41.0,0,0.99439,0,3.52,0,0.8,0,12.4,0,7,0
9.9,0,0.63,0,0.24,0,2.4,0,0.077,0,6.0,0,33.0,0,0.9974,0,3.09,0,0.57,0,9.4,0,5,0
6.7,0,0.28,0,0.28,0,2.4,0,0.012,1,36.0,0,100.0,0,0.99064,1,3.26,0,0.39,0,11.7,0,7,0
11.6,0,0.41,0,0.58,0,2.8,0,0.096,0,25.0,0,101.0,0,1.00024,0,3.13,0,0.53,0,10.0,0,5,0
6.9,0,0.55,0,0.15,0,2.2,0,0.076,0,19.0,0,40.0,0,0.9961,0,3.41,0,0.59,0,10.1,0,5,0
7.3,0,0.67,0,0.02,0,2.2,0,0.072,0,31.0,0,92.0,0,0.99566,0,3.32,0,0.68,0,11.0666666666667,0,6,0
10.9,0,0.37,0,0.58,0,4.0,1,0.071,0,17.0,0,65.0,0,0.99935,0,3.22,0,0.78,0,10.1,0,5,0
7.5,0,0.57,0,0.08,0,2.6,0,0.089,0,14.0,0,27.0,0,0.99592,0,3.3,0,0.59,0,10.4,0,6,0
9.0,0,0.8,0,0.12,0,2.4,0,0.083,0,8.0,0,28.0,0,0.99836,0,3.33,0,0.65,0,10.4,0,6,0
6.9,0,0.63,0,0.02,0,1.9,0,0.078,0,18.0,0,30.0,0,0.99712,0,3.4,0,0.75,0,9.8,0,5,0
7.4,0,0.785,0,0.19,0,5.2,1,0.094,0,19.0,0,98.0,0,0.99713,0,3.16,0,0.52,0,9.56666666666667,0,6,0
8.7,0,0.54,0,0.26,0,2.5,0,0.097,0,7.0,0,31.0,0,0.9976,0,3.27,0,0.6,0,9.3,0,6,0
9.2,0,0.31,0,0.36,0,2.2,0,0.079,0,11.0,0,31.0,0,0.99615,0,3.33,0,0.86,0,12.0,0,7,0
7.1,0,0.22,0,0.49,0,1.8,0,0.039,1,8.0,0,18.0,0,0.99344,0,3.39,0,0.56,0,12.4,0,6,0
10.2,0,0.49,0,0.63,0,2.9,0,0.072,0,10.0,0,26.0,0,0.9968,0,3.16,0,0.78,0,12.5,0,7,0
8.4,0,0.715,0,0.2,0,2.4,0,0.076,0,10.0,0,38.0,0,0.99735,0,3.31,0,0.64,0,9.4,0,5,0
10.8,0,0.45,0,0.33,0,2.5,0,0.099,0,20.0,0,38.0,0,0.99818,0,3.24,0,0.71,0,10.8,0,5,0
11.9,0,0.58,0,0.66,0,2.5,0,0.072,0,6.0,0,37.0,0,0.9992,0,3.05,0,0.56,0,10.0,0,5,0
10.0,0,0.58,0,0.22,0,1.9,0,0.08,0,9.0,0,32.0,0,0.9974,0,3.13,0,0.55,0,9.5,0,5,0
7.8,0,0.76,0,0.04,0,2.3,0,0.092,0,15.0,0,54.0,0,0.997,0,3.26,0,0.65,0,9.8,0,5,0
7.9,0,0.6,0,0.06,0,1.6,0,0.069,0,15.0,0,59.0,0,0.9964,0,3.3,0,0.46,0,9.4,0,5,0
7.9,0,0.53,0,0.24,0,2.0,0,0.072,0,15.0,0,105.0,0,0.996,0,3.27,0,0.54,0,9.4,0,6,0
8.6,0,0.37,0,0.65,0,6.4,1,0.08,0,3.0,0,8.0,0,0.99817,0,3.27,0,0.58,0,11.0,0,5,0
11.1,0,0.39,0,0.54,0,2.7,0,0.095,0,21.0,0,101.0,0,1.0001,0,3.13,0,0.51,0,9.5,0,5,0
9.4,0,0.59,0,0.14,0,2.0,0,0.084,0,25.0,0,48.0,0,0.9981,0,3.14,0,0.56,0,9.7,0,5,0
12.8,1,0.615,0,0.66,0,5.8,1,0.083,0,7.0,0,42.0,0,1.0022,1,3.07,0,0.73,0,10.0,0,7,0
7.5,0,0.52,0,0.4,0,2.2,0,0.06,0,12.0,0,20.0,0,0.99474,0,3.26,0,0.64,0,11.8,0,6,0
7.0,0,0.49,0,0.49,0,5.6,1,0.06,0,26.0,0,121.0,0,0.9974,0,3.34,0,0.76,0,10.5,0,5,0
7.4,0,0.35,0,0.33,0,2.4,0,0.068,0,9.0,0,26.0,0,0.9947,0,3.36,0,0.6,0,11.9,0,6,0
7.9,0,0.43,0,0.21,0,1.6,0,0.106,0,10.0,0,37.0,0,0.9966,0,3.17,0,0.91,0,9.5,0,5,0
8.2,0,0.2,0,0.43,0,2.5,0,0.076,0,31.0,0,51.0,0,0.99672,0,3.53,0,0.81,0,10.4,0,6,0
7.1,0,0.36,0,0.3,0,1.6,0,0.08,0,35.0,0,70.0,0,0.99693,0,3.44,0,0.5,0,9.4,0,5,0
6.8,0,0.64,0,0.03,0,2.3,0,0.075,0,14.0,0,31.0,0,0.99545,0,3.36,0,0.58,0,10.4,0,6,0
7.2,0,0.39,0,0.44,0,2.6,0,0.066,0,22.0,0,48.0,0,0.99494,0,3.3,0,0.84,0,11.5,0,6,0
7.7,0,0.915,0,0.12,0,2.2,0,0.143,1,7.0,0,23.0,0,0.9964,0,3.35,0,0.65,0,10.2,0,7,0
7.4,0,0.68,0,0.16,0,1.8,0,0.078,0,12.0,0,39.0,0,0.9977,0,3.5,0,0.7,0,9.9,0,6,0
8.4,0,0.56,0,0.04,0,2.0,0,0.082,0,10.0,0,22.0,0,0.9976,0,3.22,0,0.44,0,9.6,0,5,0
9.2,0,0.92,0,0.24,0,2.6,0,0.087,0,12.0,0,93.0,0,0.9998,0,3.48,0,0.54,0,9.8,0,5,0
7.2,0,0.38,0,0.38,0,2.8,0,0.068,0,23.0,0,42.0,0,0.99356,0,3.34,0,0.72,0,12.9,0,7,0
6.8,0,0.69,0,0.0,0,5.6,1,0.124,1,21.0,0,58.0,0,0.9997,0,3.46,0,0.72,0,10.2,0,5,0
9.0,0,0.38,0,0.41,0,2.4,0,0.103,0,6.0,0,10.0,0,0.99604,0,3.13,0,0.58,0,11.9,0,7,0
9.4,0,0.34,0,0.37,0,2.2,0,0.075,0,5.0,0,13.0,0,0.998,0,3.22,0,0.62,0,9.2,0,5,0
6.3,0,0.39,0,0.16,0,1.4,0,0.08,0,11.0,0,23.0,0,0.9955,0,3.34,0,0.56,0,9.3,0,5,0
8.9,0,0.43,0,0.45,0,1.9,0,0.052,0,6.0,0,16.0,0,0.9948,0,3.35,0,0.7,0,12.5,0,6,0
10.2,0,0.24,0,0.49,0,2.4,0,0.075,0,10.0,0,28.0,0,0.9978,0,3.14,0,0.61,0,10.4,0,5,0
8.7,0,0.29,0,0.52,0,1.6,0,0.113,0,12.0,0,37.0,0,0.9969,0,3.25,0,0.58,0,9.5,0,5,0
7.8,0,0.41,0,0.68,0,1.7,0,0.467,1,18.0,0,69.0,0,0.9973,0,3.08,0,1.31,1,9.3,0,5,0
9.1,0,0.785,0,0.0,0,2.6,0,0.093,0,11.0,0,28.0,0,0.9994,0,3.36,0,0.86,0,9.4,0,6,0
7.7,0,0.62,0,0.04,0,3.8,1,0.084,0,25.0,0,45.0,0,0.9978,0,3.34,0,0.53,0,9.5,0,5,0
5.3,0,0.715,0,0.19,0,1.5,0,0.161,1,7.0,0,62.0,0,0.99395,0,3.62,0,0.61,0,11.0,0,5,0
8.2,0,0.57,0,0.26,0,2.2,0,0.06,0,28.0,0,65.0,0,0.9959,0,3.3,0,0.43,0,10.1,0,5,0
7.3,0,1.07,1,0.09,0,1.7,0,0.178,1,10.0,0,89.0,0,0.9962,0,3.3,0,0.57,0,9.0,0,5,0
7.7,0,0.39,0,0.12,0,1.7,0,0.097,0,19.0,0,27.0,0,0.99596,0,3.16,0,0.49,0,9.4,0,5,0
6.8,0,0.36,0,0.32,0,1.8,0,0.067,0,4.0,0,8.0,0,0.9928,0,3.36,0,0.55,0,12.8,0,7,0
7.7,0,0.69,0,0.22,0,1.9,0,0.084,0,18.0,0,94.0,0,0.9961,0,3.31,0,0.48,0,9.5,0,5,0
8.0,0,0.6,0,0.22,0,2.1,0,0.08,0,25.0,0,105.0,0,0.99613,0,3.3,0,0.49,0,9.9,0,5,0
7.6,0,0.715,0,0.0,0,2.1,0,0.068,0,30.0,0,35.0,0,0.99533,0,3.48,0,0.65,0,11.4,0,6,0
7.3,0,0.49,0,0.1,0,2.6,0,0.068,0,4.0,0,14.0,0,0.99562,0,3.3,0,0.47,0,10.5,0,5,0
4.6,0,0.52,0,0.15,0,2.1,0,0.054,0,8.0,0,65.0,0,0.9934,0,3.9,1,0.56,0,13.1,0,4,0
11.5,0,0.42,0,0.48,0,2.6,0,0.077,0,8.0,0,20.0,0,0.99852,0,3.09,0,0.53,0,11.0,0,5,0
9.3,0,0.4,0,0.49,0,2.5,0,0.085,0,38.0,0,142.0,1,0.9978,0,3.22,0,0.55,0,9.4,0,5,0
9.7,0,0.295,0,0.4,0,1.5,0,0.073,0,14.0,0,21.0,0,0.99556,0,3.14,0,0.51,0,10.9,0,6,0
7.2,0,0.66,0,0.03,0,2.3,0,0.078,0,16.0,0,86.0,0,0.99743,0,3.53,0,0.57,0,9.7,0,5,0
12.2,0,0.45,0,0.49,0,1.4,0,0.075,0,3.0,0,6.0,0,0.9969,0,3.13,0,0.63,0,10.4,0,5,0
8.3,0,1.02,1,0.02,0,3.4,0,0.084,0,6.0,0,11.0,0,0.99892,0,3.48,0,0.49,0,11.0,0,3,1
10.3,0,0.27,0,0.24,0,2.1,0,0.072,0,15.0,0,33.0,0,0.9956,0,3.22,0,0.66,0,12.8,0,6,0
7.5,0,0.57,0,0.02,0,2.6,0,0.077,0,11.0,0,35.0,0,0.99557,0,3.36,0,0.62,0,10.8,0,6,0
13.2,1,0.46,0,0.52,0,2.2,0,0.071,0,12.0,0,35.0,0,1.0006,0,3.1,0,0.56,0,9.0,0,6,0
10.0,0,0.29,0,0.4,0,2.9,0,0.098,0,10.0,0,26.0,0,1.0006,0,3.48,0,0.91,0,9.7,0,5,0
6.8,0,0.41,0,0.31,0,8.8,1,0.084,0,26.0,0,45.0,0,0.99824,0,3.38,0,0.64,0,10.1,0,6,0
11.6,0,0.475,0,0.4,0,1.4,0,0.091,0,6.0,0,28.0,0,0.99704,0,3.07,0,0.65,0,10.0333333333333,0,6,0
7.2,0,0.6,0,0.04,0,2.5,0,0.076,0,18.0,0,88.0,0,0.99745,0,3.53,0,0.55,0,9.5,0,5,0
6.3,0,0.51,0,0.13,0,2.3,0,0.076,0,29.0,0,40.0,0,0.99574,0,3.42,0,0.75,0,11.0,0,6,0
8.8,0,0.4,0,0.4,0,2.2,0,0.079,0,19.0,0,52.0,0,0.998,0,3.44,0,0.64,0,9.2,0,5,0
9.1,0,0.3,0,0.34,0,2.0,0,0.064,0,12.0,0,25.0,0,0.99516,0,3.26,0,0.84,0,11.7,0,7,0
8.6,0,0.49,0,0.29,0,2.0,0,0.11,0,19.0,0,133.0,1,0.9972,0,2.93,1,1.98,1,9.8,0,5,0
8.3,0,0.49,0,0.36,0,1.8,0,0.222,1,6.0,0,16.0,0,0.998,0,3.18,0,0.6,0,9.5,0,6,0
6.2,0,0.6,0,0.08,0,2.0,0,0.09,0,32.0,0,44.0,0,0.9949,0,3.45,0,0.58,0,10.5,0,5,0
7.6,0,0.55,0,0.21,0,2.2,0,0.071,0,7.0,0,28.0,0,0.9964,0,3.28,0,0.55,0,9.7,0,5,0
11.4,0,0.26,0,0.44,0,3.6,0,0.071,0,6.0,0,19.0,0,0.9986,0,3.12,0,0.82,0,9.3,0,6,0
5.1,0,0.47,0,0.02,0,1.3,0,0.034,1,18.0,0,44.0,0,0.9921,1,3.9,1,0.62,0,12.8,0,6,0
12.6,1,0.38,0,0.66,0,2.6,0,0.088,0,10.0,0,41.0,0,1.001,0,3.17,0,0.68,0,9.8,0,6,0
7.3,0,0.365,0,0.49,0,2.5,0,0.088,0,39.0,0,106.0,0,0.9966,0,3.36,0,0.78,0,11.0,0,5,0
7.4,0,0.61,0,0.01,0,2.0,0,0.074,0,13.0,0,38.0,0,0.99748,0,3.48,0,0.65,0,9.8,0,5,0
6.9,0,0.51,0,0.23,0,2.0,0,0.072,0,13.0,0,22.0,0,0.99438,0,3.4,0,0.84,0,11.2,0,6,0
7.2,0,0.73,0,0.02,0,2.5,0,0.076,0,16.0,0,42.0,0,0.9972,0,3.44,0,0.52,0,9.3,0,5,0
11.6,0,0.41,0,0.54,0,1.5,0,0.095,0,22.0,0,41.0,0,0.99735,0,3.02,0,0.76,0,9.9,0,7,0
8.6,0,0.52,0,0.38,0,1.5,0,0.096,0,5.0,0,18.0,0,0.99666,0,3.2,0,0.52,0,9.4,0,5,0
7.8,0,0.56,0,0.19,0,1.8,0,0.104,0,12.0,0,47.0,0,0.9964,0,3.19,0,0.93,0,9.5,0,5,0
9.8,0,0.5,0,0.34,0,2.3,0,0.094,0,10.0,0,45.0,0,0.99864,0,3.24,0,0.6,0,9.7,0,7,0
7.5,0,0.49,0,0.2,0,2.6,0,0.332,1,8.0,0,14.0,0,0.9968,0,3.21,0,0.9,0,10.5,0,6,0
8.2,0,0.34,0,0.38,0,2.5,0,0.08,0,12.0,0,57.0,0,0.9978,0,3.3,0,0.47,0,9.0,0,6,0
9.0,0,0.62,0,0.04,0,1.9,0,0.146,1,27.0,0,90.0,0,0.9984,0,3.16,0,0.7,0,9.4,0,5,0
7.0,0,0.43,0,0.36,0,1.6,0,0.089,0,14.0,0,37.0,0,0.99615,0,3.34,0,0.56,0,9.2,0,6,0
6.6,0,0.61,0,0.01,0,1.9,0,0.08,0,8.0,0,25.0,0,0.99746,0,3.69,1,0.73,0,10.5,0,5,0
6.6,0,0.5,0,0.04,0,2.1,0,0.068,0,6.0,0,14.0,0,0.9955,0,3.39,0,0.64,0,9.4,0,6,0
7.5,0,0.58,0,0.2,0,2.0,0,0.073,0,34.0,0,44.0,0,0.99494,0,3.1,0,0.43,0,9.3,0,5,0
9.1,0,0.47,0,0.49,0,2.6,0,0.094,0,38.0,0,106.0,0,0.9982,0,3.08,0,0.59,0,9.1,0,5,0
9.3,0,0.32,0,0.57,0,2.0,0,0.074,0,27.0,0,65.0,0,0.9969,0,3.28,0,0.79,0,10.7,0,5,0
8.0,0,0.18,0,0.37,0,0.9,0,0.049,0,36.0,0,109.0,0,0.99007,1,2.89,1,0.44,0,12.7,0,6,0
7.6,0,0.49,0,0.33,0,1.9,0,0.074,0,27.0,0,85.0,0,0.99706,0,3.41,0,0.58,0,9.0,0,5,0
8.8,0,0.33,0,0.41,0,5.9,1,0.073,0,7.0,0,13.0,0,0.99658,0,3.3,0,0.62,0,12.1,0,7,0
11.1,0,0.31,0,0.53,0,2.2,0,0.06,0,3.0,0,10.0,0,0.99572,0,3.02,0,0.83,0,10.9,0,7,0
6.8,0,0.61,0,0.2,0,1.8,0,0.077,0,11.0,0,65.0,0,0.9971,0,3.54,0,0.58,0,9.3,0,5,0
7.2,0,0.415,0,0.36,0,2.0,0,0.081,0,13.0,0,45.0,0,0.9972,0,3.48,0,0.64,0,9.2,0,5,0
8.7,0,0.46,0,0.31,0,2.5,0,0.126,1,24.0,0,64.0,0,0.99746,0,3.1,0,0.74,0,9.6,0,5,0
5.6,0,0.5,0,0.09,0,2.3,0,0.049,0,17.0,0,99.0,0,0.9937,0,3.63,0,0.63,0,13.0,0,5,0
6.2,0,0.45,0,0.2,0,1.6,0,0.069,0,3.0,0,15.0,0,0.9958,0,3.41,0,0.56,0,9.2,0,5,0
7.0,0,0.6,0,0.3,0,4.5,1,0.068,0,20.0,0,110.0,0,0.99914,0,3.3,0,1.17,1,10.2,0,5,0
8.1,0,0.575,0,0.22,0,2.1,0,0.077,0,12.0,0,65.0,0,0.9967,0,3.29,0,0.51,0,9.2,0,5,0
7.8,0,0.55,0,0.0,0,1.7,0,0.07,0,7.0,0,17.0,0,0.99659,0,3.26,0,0.64,0,9.4,0,6,0
9.5,0,0.46,0,0.49,0,6.3,1,0.064,0,5.0,0,17.0,0,0.9988,0,3.21,0,0.73,0,11.0,0,6,0
10.4,0,0.44,0,0.42,0,1.5,0,0.145,1,34.0,0,48.0,0,0.99832,0,3.38,0,0.86,0,9.9,0,3,1
10.6,0,0.28,0,0.39,0,15.5,1,0.069,0,6.0,0,23.0,0,1.0026,1,3.12,0,0.66,0,9.2,0,5,0
7.8,0,0.63,0,0.48,0,1.7,0,0.1,0,14.0,0,96.0,0,0.9961,0,3.19,0,0.62,0,9.5,0,5,0
7.7,0,0.53,0,0.06,0,1.7,0,0.074,0,9.0,0,39.0,0,0.99615,0,3.35,0,0.48,0,9.8,0,6,0
10.3,0,0.41,0,0.42,0,2.4,0,0.213,1,6.0,0,14.0,0,0.9994,0,3.19,0,0.62,0,9.5,0,6,0
12.5,1,0.38,0,0.6,0,2.6,0,0.081,0,31.0,0,72.0,0,0.9996,0,3.1,0,0.73,0,10.5,0,5,0
10.6,0,0.5,0,0.45,0,2.6,0,0.119,1,34.0,0,68.0,0,0.99708,0,3.23,0,0.72,0,10.9,0,6,0
7.9,0,0.65,0,0.01,0,2.5,0,0.078,0,17.0,0,38.0,0,0.9963,0,3.34,0,0.74,0,11.7,0,7,0
7.9,0,0.66,0,0.0,0,1.4,0,0.096,0,6.0,0,13.0,0,0.99569,0,3.43,0,0.58,0,9.5,0,5,0
7.0,0,0.5,0,0.25,0,2.0,0,0.07,0,3.0,0,22.0,0,0.9963,0,3.25,0,0.63,0,9.2,0,5,0
11.7,0,0.28,0,0.47,0,1.7,0,0.054,0,17.0,0,32.0,0,0.99686,0,3.15,0,0.67,0,10.6,0,7,0
8.0,0,0.3,0,0.63,0,1.6,0,0.081,0,16.0,0,29.0,0,0.99588,0,3.3,0,0.78,0,10.8,0,6,0
8.2,0,0.59,0,0.0,0,2.5,0,0.093,0,19.0,0,58.0,0,1.0002,0,3.5,0,0.65,0,9.3,0,6,0
8.9,0,0.84,0,0.34,0,1.4,0,0.05,0,4.0,0,10.0,0,0.99554,0,3.12,0,0.48,0,9.1,0,6,0
7.9,0,0.34,0,0.42,0,2.0,0,0.086,0,8.0,0,19.0,0,0.99546,0,3.35,0,0.6,0,11.4,0,6,0
6.6,0,0.84,0,0.03,0,2.3,0,0.059,0,32.0,0,48.0,0,0.9952,0,3.52,0,0.56,0,12.3,0,7,0
8.1,0,0.545,0,0.18,0,1.9,0,0.08,0,13.0,0,35.0,0,0.9972,0,3.3,0,0.59,0,9.0,0,6,0
10.4,0,0.41,0,0.55,0,3.2,0,0.076,0,22.0,0,54.0,0,0.9996,0,3.15,0,0.89,0,9.9,0,6,0
9.7,0,0.32,0,0.54,0,2.5,0,0.094,0,28.0,0,83.0,0,0.9984,0,3.28,0,0.82,0,9.6,0,5,0
7.2,0,0.37,0,0.32,0,2.0,0,0.062,0,15.0,0,28.0,0,0.9947,0,3.23,0,0.73,0,11.3,0,7,0
5.6,0,0.66,0,0.0,0,2.2,0,0.087,0,3.0,0,11.0,0,0.99378,0,3.71,1,0.63,0,12.8,0,7,0
7.2,0,0.37,0,0.32,0,2.0,0,0.062,0,15.0,0,28.0,0,0.9947,0,3.23,0,0.73,0,11.3,0,7,0
8.3,0,0.705,0,0.12,0,2.6,0,0.092,0,12.0,0,28.0,0,0.9994,0,3.51,0,0.72,0,10.0,0,5,0
8.2,0,0.885,0,0.2,0,1.4,0,0.086,0,7.0,0,31.0,0,0.9946,0,3.11,0,0.46,0,10.0,0,5,0
7.5,0,0.51,0,0.02,0,1.7,0,0.084,0,13.0,0,31.0,0,0.99538,0,3.36,0,0.54,0,10.5,0,6,0
7.6,0,0.79,0,0.21,0,2.3,0,0.087,0,21.0,0,68.0,0,0.9955,0,3.12,0,0.44,0,9.2,0,5,0
7.1,0,0.48,0,0.28,0,2.8,0,0.068,0,6.0,0,16.0,0,0.99682,0,3.24,0,0.53,0,10.3,0,5,0
8.8,0,0.7,0,0.0,0,1.7,0,0.069,0,8.0,0,19.0,0,0.99701,0,3.31,0,0.53,0,10.0,0,6,0
7.0,0,0.45,0,0.34,0,2.7,0,0.082,0,16.0,0,72.0,0,0.998,0,3.55,0,0.6,0,9.5,0,5,0
7.8,0,0.46,0,0.26,0,1.9,0,0.088,0,23.0,0,53.0,0,0.9981,0,3.43,0,0.74,0,9.2,0,6,0
7.2,0,0.63,0,0.0,0,1.9,0,0.097,0,14.0,0,38.0,0,0.99675,0,3.37,0,0.58,0,9.0,0,6,0
6.7,0,0.46,0,0.24,0,1.7,0,0.077,0,18.0,0,34.0,0,0.9948,0,3.39,0,0.6,0,10.6,0,6,0
7.9,0,0.35,0,0.46,0,3.6,0,0.078,0,15.0,0,37.0,0,0.9973,0,3.35,0,0.86,0,12.8,0,8,1
10.3,0,0.53,0,0.48,0,2.5,0,0.063,0,6.0,0,25.0,0,0.9998,0,3.12,0,0.59,0,9.3,0,6,0
6.9,0,0.58,0,0.01,0,1.9,0,0.08,0,40.0,0,54.0,0,0.99683,0,3.4,0,0.73,0,9.7,0,5,0
7.8,0,0.56,0,0.12,0,2.0,0,0.082,0,7.0,0,28.0,0,0.997,0,3.37,0,0.5,0,9.4,0,6,0
7.0,0,0.6,0,0.3,0,4.5,1,0.068,0,20.0,0,110.0,0,0.99914,0,3.3,0,1.17,1,10.2,0,5,0
8.2,0,0.73,0,0.21,0,1.7,0,0.074,0,5.0,0,13.0,0,0.9968,0,3.2,0,0.52,0,9.5,0,5,0
7.3,0,0.66,0,0.0,0,2.0,0,0.084,0,6.0,0,23.0,0,0.9983,0,3.61,0,0.96,0,9.9,0,6,0
