age,age__is_outlier,workclass,workclass__is_missing,fnlwgt,fnlwgt__is_outlier,education,education_num,education_num__is_outlier,marital_status,occupation,occupation__is_missing,relationship,race,sex,capital_gain,capital_gain__is_outlier,capital_loss,capital_loss__is_outlier,hours_per_week,hours_per_week__is_outlier,native_country,native_country__is_missing,income
34,0,Private,0,216864,0,HS-grad,9,0,Divorced,Other-service,0,Unmarried,White,Female,0,0,3770,0,45,0,United-States,0,<=50K
37,0,Federal-gov,0,129573,0,Doctorate,16,0,Married-civ-spouse,Prof-specialty,0,Husband,White,Male,0,0,0,0,72,1,missing,1,>50K
43,0,Self-emp-inc,0,240504,0,Some-college,10,0,Married-civ-spouse,Exec-managerial,0,Husband,White,Male,0,0,0,0,70,1,United-States,0,>50K
53,0,Self-emp-not-inc,0,118793,0,10th,6,0,Married-civ-spouse,Craft-repair,0,Husband,White,Male,0,0,0,0,50,0,United-States,0,>50K
28,0,Private,0,197113,0,HS-grad,9,0,Never-married,Machine-op-inspct,0,Own-child,Other,Male,0,0,0,0,50,0,Puerto-Rico,0,<=50K
27,0,Local-gov,0,332249,0,HS-grad,9,0,Never-married,Farming-fishing,0,Own-child,White,Male,0,0,0,0,40,0,United-States,0,<=50K
24,0,Private,0,117167,0,Some-college,10,0,Never-married,Other-service,0,Not-in-family,White,Female,0,0,0,0,53,1,United-States,0,<=50K
25,0,Private,0,130557,0,Bachelors,13,0,Never-married,Adm-clerical,0,Not-in-family,White,Female,0,0,0,0,40,0,United-States,0,<=50K
45,0,Self-emp-inc,0,212954,0,Some-college,10,0,Married-civ-spouse,Farming-fishing,0,Husband,White,Male,0,0,0,0,50,0,United-States,0,<=50K
49,0,Local-gov,0,223342,0,Some-college,10,0,Divorced,Adm-clerical,0,Not-in-family,White,Female,0,0,0,0,44,0,United-States,0,<=50K
58,0,Self-emp-not-inc,0,163047,0,Bachelors,13,0,Divorced,Prof-specialty,0,Not-in-family,White,Female,0,0,0,0,40,0,United-States,0,<=50K
57,0,Private,0,206206,0,Bachelors,13,0,Married-civ-spouse,Sales,0,Husband,White,Male,0,0,0,0,40,0,United-States,0,>50K
47,0,Federal-gov,0,96854,0,Bachelors,13,0,Married-civ-spouse,Prof-specialty,0,Husband,White,Male,0,0,0,0,40,0,United-States,0,>50K
21,0,Private,0,117606,0,Some-college,10,0,Never-married,Prof-specialty,0,Not-in-family,White,Female,0,0,0,0,40,0,United-States,0,<=50K
28,0,Private,0,96337,0,Some-college,10,0,Never-married,Adm-clerical,0,Not-in-family,White,Female,0,0,0,0,40,0,United-States,0,<=50K
46,0,Private,0,149161,0,Some-college,10,0,Married-civ-spouse,Exec-managerial,0,Husband,Asian-Pac-Islander,Male,0,0,0,0,60,1,missing,1,<=50K
26,0,Private,0,150361,0,Some-college,10,0,Never-married,Tech-support,0,Own-child,White,Female,0,0,0,0,40,0,United-States,0,<=50K
24,0,Private,0,336088,0,HS-grad,9,0,Divorced,Exec-managerial,0,Not-in-family,Amer-Indian-Eskimo,Female,0,0,0,0,50,0,United-States,0,<=50K
36,0,Private,0,207789,0,HS-grad,9,0,Divorced,Exec-managerial,0,Not-in-family,White,Male,0,0,0,0,52,0,United-States,0,<=50K
40,0,Private,0,114537,0,Assoc-voc,11,0,Married-civ-spouse,Exec-managerial,0,Husband,White,Male,0,0,0,0,50,0,United-States,0,>50K
20,0,Private,0,194630,0,HS-grad,9,0,Married-civ-spouse,Adm-clerical,0,Husband,White,Male,3781,0,0,0,50,0,United-States,0,<=50K
18,0,Private,0,193166,0,9th,5,0,Never-married,Sales,0,Own-child,White,Female,0,0,0,0,42,0,United-States,0,<=50K
50,0,Private,0,75472,0,HS-grad,9,0,Married-civ-spouse,Craft-repair,0,Husband,White,Male,4386,0,0,0,40,0,missing,1,<=50K
26,0,missing,1,182332,0,Assoc-voc,11,0,Married-civ-spouse,missing,1,Wife,White,Female,0,0,0,0,40,0,United-States,0,<=50K
36,0,Private,0,301614,0,HS-grad,9,0,Married-civ-spouse,Craft-repair,0,Husband,White,Male,0,0,0,0,40,0,United-States,0,<=50K
19,0,Private,0,375077,0,HS-grad,9,0,Never-married,Sales,0,Own-child,White,Male,0,0,0,0,50,0,United-States,0,<=50K
20,0,Private,0,185452,0,HS-grad,9,0,Never-married,Adm-clerical,0,Own-child,White,Female,0,0,0,0,40,0,United-States,0,<=50K
33,0,Private,0,159888,0,11th,7,0,Married-civ-spouse,Craft-repair,0,Husband,White,Male,0,0,0,0,40,0,United-States,0,<=50K
43,0,Private,0,201723,0,Masters,14,0,Married-civ-spouse,Exec-managerial,0,Husband,White,Male,0,0,1902,0,40,0,United-States,0,>50K
51,0,Local-gov,0,123011,0,Masters,14,0,Married-civ-spouse,Prof-specialty,0,Husband,White,Male,0,0,1977,0,35,0,United-States,0,>50K
42,0,Private,0,313945,0,Masters,14,0,Married-civ-spouse,Sales,0,Husband,White,Male,0,0,0,0,40,0,Ecuador,0,<=50K
49,0,Private,0,66385,0,HS-grad,9,0,Married-civ-spouse,Sales,0,Husband,White,Male,5013,0,0,0,40,0,United-States,0,<=50K
27,0,missing,1,129661,0,Assoc-voc,11,0,Married-civ-spouse,missing,1,Wife,Amer-Indian-Eskimo,Female,0,0,0,0,40,0,United-States,0,>50K
36,0,Self-emp-not-inc,0,224886,0,Bachelors,13,0,Married-civ-spouse,Exec-managerial,0,Husband,White,Male,2407,0,0,0,40,0,United-States,0,<=50K
19,0,Private,0,32477,0,Some-college,10,0,Never-married,Other-service,0,Own-child,White,Male,0,0,0,0,20,1,United-States,0,<=50K
23,0,Local-gov,0,203353,0,Bachelors,13,0,Never-married,Exec-managerial,0,Own-child,White,Female,0,0,0,0,12,1,United-States,0,<=50K
48,0,Private,0,188432,0,HS-grad,9,0,Married-civ-spouse,Machine-op-inspct,0,Husband,White,Male,3103,0,0,0,46,0,United-States,0,>50K
21,0,missing,1,212888,0,11th,7,0,Married-civ-spouse,missing,1,Wife,White,Female,0,0,0,0,56,1,United-States,0,<=50K
59,0,Private,0,182460,0,Bachelors,13,0,Married-civ-spouse,Exec-managerial,0,Husband,White,Male,0,0,0,0,60,1,United-States,0,>50K
26,0,Private,0,222539,0,Some-college,10,0,Married-civ-spouse,Craft-repair,0,Husband,White,Male,0,0,0,0,40,0,United-States,0,>50K
56,0,Self-emp-inc,0,70720,0,Masters,14,0,Divorced,Exec-managerial,0,Not-in-family,White,Male,27828,0,0,0,60,1,United-States,0,>50K
62,0,State-gov,0,39630,0,Bachelors,13,0,Married-civ-spouse,Prof-specialty,0,Husband,White,Male,0,0,0,0,40,0,United-States,0,<=50K
39,0,Private,0,379350,0,10th,6,0,Married-civ-spouse,Craft-repair,0,Husband,White,Male,0,0,0,0,40,0,United-States,0,<=50K
42,0,Private,0,172297,0,Masters,14,0,Married-civ-spouse,Adm-clerical,0,Husband,White,Male,0,0,1902,0,40,0,United-States,0,>50K
67,0,Local-gov,0,256821,0,HS-grad,9,0,Divorced,Protective-serv,0,Not-in-family,Black,Male,0,0,0,0,20,1,United-States,0,<=50K
51,0,Private,0,34361,0,Some-college,10,0,Married-civ-spouse,Exec-managerial,0,Wife,White,Female,0,0,0,0,20,1,United-States,0,>50K
20,0,Private,0,224640,0,Some-college,10,0,Never-married,Adm-clerical,0,Own-child,White,Female,0,0,0,0,40,0,United-States,0,<=50K
35,0,Self-emp-not-inc,0,185848,0,HS-grad,9,0,Never-married,Exec-managerial,0,Not-in-family,White,Male,4650,0,0,0,50,0,United-States,0,<=50K
62,0,missing,1,81578,0,HS-grad,9,0,Married-civ-spouse,missing,1,Husband,White,Male,0,0,0,0,40,0,United-States,0,>50K
29,0,Private,0,112754,0,Some-college,10,0,Never-married,Craft-repair,0,Own-child,White,Male,0,0,0,0,40,0,United-States,0,<=50K
23,0,Private,0,234663,0,HS-grad,9,0,Never-married,Transport-moving,0,Own-child,White,Male,0,0,0,0,40,0,United-States,0,<=50K
26,0,Private,0,164018,0,Bachelors,13,0,Married-civ-spouse,Sales,0,Husband,White,Male,4064,0,0,0,50,0,United-States,0,<=50K
19,0,Private,0,106273,0,Some-college,10,0,Never-married,Sales,0,Own-child,White,Female,0,0,0,0,38,0,United-States,0,<=50K
33,0,Private,0,162572,0,HS-grad,9,0,Married-civ-spouse,Transport-moving,0,Husband,White,Male,0,0,0,0,55,1,United-States,0,>50K
45,0,Private,0,473171,1,HS-grad,9,0,Married-civ-spouse,Craft-repair,0,Husband,White,Male,0,0,0,0,40,0,United-States,0,<=50K
29,0,Self-emp-not-inc,0,110663,0,HS-grad,9,0,Separated,Craft-repair,0,Not-in-family,White,Male,0,0,0,0,35,0,United-States,0,<=50K
36,0,Private,0,102864,0,HS-grad,9,0,Never-married,Machine-op-inspct,0,Own-child,White,Female,0,0,0,0,40,0,United-States,0,<=50K
43,0,State-gov,0,167298,0,HS-grad,9,0,Divorced,Exec-managerial,0,Unmarried,White,Female,0,0,0,0,40,0,United-States,0,<=50K
36,0,Local-gov,0,109766,0,Bachelors,13,0,Never-married,Protective-serv,0,Not-in-family,White,Male,0,0,0,0,60,1,United-States,0,<=50K
58,0,Local-gov,0,147428,0,Masters,14,0,Married-civ-spouse,Prof-specialty,0,Husband,White,Male,0,0,0,0,40,0,United-States,0,>50K
41,0,Private,0,195897,0,Some-college,10,0,Married-civ-spouse,Sales,0,Husband,White,Male,0,0,0,0,50,0,United-States,0,<=50K
68,0,Private,0,186350,0,HS-grad,9,0,Widowed,Exec-managerial,0,Not-in-family,White,Female,0,0,0,0,10,1,United-States,0,>50K
26,0,Private,0,245029,0,Bachelors,13,0,Never-married,Adm-clerical,0,Not-in-family,Black,Female,0,0,0,0,40,0,United-States,0,<=50K
24,0,Private,0,209034,0,Assoc-acdm,12,0,Married-civ-spouse,Sales,0,Own-child,White,Female,0,0,0,0,20,1,United-States,0,<=50K
28,0,Private,0,120475,0,HS-grad,9,0,Never-married,Other-service,0,Own-child,White,Male,0,0,0,0,20,1,United-States,0,<=50K
24,0,State-gov,0,506329,1,Some-college,10,0,Never-married,Adm-clerical,0,Own-child,Asian-Pac-Islander,Male,0,0,0,0,40,0,missing,1,<=50K
66,0,missing,1,149422,0,7th-8th,4,1,Never-married,missing,1,Not-in-family,White,Male,0,0,0,0,4,1,United-States,0,<=50K
37,0,Private,0,218188,0,HS-grad,9,0,Divorced,Machine-op-inspct,0,Other-relative,White,Female,0,0,0,0,32,1,United-States,0,<=50K
38,0,Private,0,154669,0,HS-grad,9,0,Separated,Sales,0,Not-in-family,White,Male,0,0,0,0,60,1,United-States,0,<=50K
40,0,Private,0,374764,0,Some-college,10,0,Divorced,Handlers-cleaners,0,Not-in-family,White,Male,0,0,0,0,40,0,United-States,0,<=50K
42,0,Self-emp-inc,0,120277,0,Masters,14,0,Married-civ-spouse,Exec-managerial,0,Husband,White,Male,0,0,0,0,40,0,United-States,0,>50K
24,0,Private,0,237928,0,Bachelors,13,0,Never-married,Prof-specialty,0,Not-in-family,White,Male,0,0,0,0,39,0,United-States,0,<=50K
20,0,Private,0,211345,0,Some-college,10,0,Never-married,Handlers-cleaners,0,Own-child,White,Female,0,0,0,0,20,1,United-States,0,<=50K
37,0,Private,0,160035,0,HS-grad,9,0,Married-civ-spouse,Craft-repair,0,Husband,White,Male,0,0,0,0,40,0,United-States,0,<=50K
64,0,missing,1,50171,0,HS-grad,9,0,Married-civ-spouse,missing,1,Husband,White,Male,0,0,0,0,10,1,United-States,0,<=50K
57,0,Private,0,353881,0,HS-grad,9,0,Divorced,Transport-moving,0,Not-in-family,White,Male,0,0,0,0,45,0,United-States,0,<=50K
34,0,Private,0,209101,0,Bachelors,13,0,Married-civ-spouse,Exec-managerial,0,Husband,White,Male,5178,0,0,0,55,1,United-States,0,>50K
61,0,Local-gov,0,34632,0,Bachelors,13,0,Divorced,Other-service,0,Not-in-family,White,Male,0,0,0,0,30,1,United-States,0,<=50K
42,0,Private,0,192569,0,Prof-school,15,0,Divorced,Prof-specialty,0,Not-in-family,White,Female,0,0,0,0,39,0,United-States,0,>50K
48,0,Private,0,332465,0,Bachelors,13,0,Married-civ-spouse,Prof-specialty,0,Husband,White,Male,0,0,0,0,35,0,United-States,0,<=50K
57,0,Private,0,169071,0,HS-grad,9,0,Divorced,Sales,0,Unmarried,White,Female,0,0,0,0,28,1,United-States,0,<=50K
52,0,Private,0,31533,0,HS-grad,9,0,Divorced,Other-service,0,Not-in-family,White,Male,0,0,0,0,40,0,United-States,0,<=50K
50,0,Private,0,166220,0,Assoc-acdm,12,0,Married-civ-spouse,Sales,0,Wife,White,Female,3942,0,0,0,40,0,United-States,0,<=50K
45,0,Private,0,195554,0,HS-grad,9,0,Married-civ-spouse,Machine-op-inspct,0,Husband,White,Male,0,0,0,0,45,0,United-States,0,>50K
21,0,Private,0,239577,0,Some-college,10,0,Never-married,Adm-clerical,0,Own-child,White,Male,0,0,0,0,40,0,United-States,0,<=50K
57,0,Self-emp-inc,0,195835,0,HS-grad,9,0,Married-civ-spouse,Exec-managerial,0,Husband,White,Male,0,0,0,0,40,0,United-States,0,<=50K
38,0,Local-gov,0,73715,0,Some-college,10,0,Married-civ-spouse,Protective-serv,0,Husband,White,Male,0,0,0,0,60,1,United-States,0,>50K
44,0,Private,0,111891,0,Some-college,10,0,Separated,Sales,0,Other-relative,Black,Female,0,0,0,0,35,0,United-States,0,<=50K
57,0,Private,0,562558,1,HS-grad,9,0,Divorced,Adm-clerical,0,Unmarried,White,Female,0,0,0,0,40,0,United-States,0,<=50K
24,0,Private,0,321435,0,Bachelors,13,0,Never-married,Exec-managerial,0,Not-in-family,White,Male,0,0,0,0,50,0,United-States,0,<=50K
59,0,Private,0,170988,0,HS-grad,9,0,Married-civ-spouse,Sales,0,Husband,White,Male,0,0,0,0,55,1,United-States,0,<=50K
49,0,Self-emp-inc,0,362795,0,Masters,14,0,Divorced,Prof-specialty,0,Unmarried,White,Male,99999,0,0,0,80,1,Mexico,0,>50K
17,0,Private,0,217342,0,10th,6,0,Never-married,Sales,0,Own-child,White,Female,0,0,0,0,5,1,United-States,0,<=50K
47,0,Private,0,125120,0,Bachelors,13,0,Divorced,Craft-repair,0,Not-in-family,White,Female,0,0,0,0,50,0,United-States,0,<=50K
59,0,Self-emp-not-inc,0,98418,0,HS-grad,9,0,Married-civ-spouse,Farming-fishing,0,Husband,White,Male,0,0,0,0,20,1,United-States,0,<=50K
22,0,Private,0,206974,0,Bachelors,13,0,Never-married,Sales,0,Not-in-family,White,Female,0,0,0,0,40,0,United-States,0,<=50K
35,0,Private,0,92440,0,12th,8,0,Divorced,Craft-repair,0,Not-in-family,White,Male,0,0,0,0,50,0,United-States,0,>50K
31,0,Private,0,1033222,1,Bachelors,13,0,Never-married,Adm-clerical,0,Not-in-family,White,Male,8614,0,0,0,40,0,United-States,0,>50K
33,0,Private,0,159888,0,HS-grad,9,0,Married-civ-spouse,Transport-moving,0,Husband,White,Male,0,0,0,0,40,0,United-States,0,<=50K
17,0,Private,0,365613,0,10th,6,0,Never-married,Other-service,0,Own-child,White,Male,0,0,0,0,10,1,Canada,0,<=50K
38,0,Private,0,617898,1,Bachelors,13,0,Married-civ-spouse,Farming-fishing,0,Husband,White,Male,0,0,0,0,50,0,United-States,0,<=50K
23,0,Private,0,259301,0,HS-grad,9,0,Divorced,Exec-managerial,0,Unmarried,White,Female,0,0,0,0,40,0,United-States,0,<=50K
57,0,Local-gov,0,215175,0,Masters,14,0,Married-civ-spouse,Prof-specialty,0,Husband,White,Male,0,0,0,0,60,1,United-States,0,<=50K
51,0,Private,0,145409,0,HS-grad,9,0,Married-civ-spouse,Craft-repair,0,Husband,White,Male,0,0,0,0,40,0,United-States,0,<=50K
37,0,Private,0,178948,0,Bachelors,13,0,Never-married,Prof-specialty,0,Not-in-family,White,Female,0,0,0,0,45,0,United-States,0,<=50K
26,0,Private,0,78258,0,Assoc-voc,11,0,Divorced,Prof-specialty,0,Unmarried,White,Female,0,0,0,0,36,0,United-States,0,<=50K
35,0,Private,0,183898,0,HS-grad,9,0,Divorced,Craft-repair,0,Unmarried,White,Male,2354,0,0,0,40,0,United-States,0,<=50K
82,1,Private,0,152148,0,7th-8th,4,1,Married-civ-spouse,Handlers-cleaners,0,Husband,White,Male,0,0,0,0,2,1,United-States,0,<=50K
37,0,Private,0,215419,0,Assoc-acdm,12,0,Married-civ-spouse,Other-service,0,Wife,White,Female,0,0,0,0,25,1,United-States,0,<=50K
20,0,Private,0,181675,0,HS-grad,9,0,Never-married,Other-service,0,Not-in-family,White,Male,0,0,0,0,40,0,United-States,0,<=50K
32,0,Private,0,180871,0,Assoc-voc,11,0,Divorced,Sales,0,Not-in-family,White,Male,0,0,0,0,50,0,United-States,0,>50K
29,0,Private,0,380560,0,9th,5,0,Married-civ-spouse,Machine-op-inspct,0,Husband,White,Male,0,0,0,0,40,0,Mexico,0,<=50K
69,0,Local-gov,0,61958,0,HS-grad,9,0,Married-civ-spouse,Craft-repair,0,Husband,White,Male,1424,0,0,0,6,1,United-States,0,<=50K
24,0,Private,0,325744,0,HS-grad,9,0,Never-married,Craft-repair,0,Not-in-family,White,Male,0,0,0,0,40,0,United-States,0,<=50K
42,0,Self-emp-not-inc,0,177937,0,Bachelors,13,0,Married-spouse-absent,Exec-managerial,0,Not-in-family,White,Male,0,0,0,0,45,0,Poland,0,<=50K
36,0,Local-gov,0,312785,0,Bachelors,13,0,Never-married,Prof-specialty,0,Own-child,Black,Male,0,0,0,0,35,0,United-States,0,<=50K
46,0,Private,0,123053,0,Masters,14,0,Married-civ-spouse,Exec-managerial,0,Husband,Asian-Pac-Islander,Male,0,0,0,0,50,0,Japan,0,>50K
43,0,Private,0,557349,1,10th,6,0,Married-civ-spouse,Transport-moving,0,Husband,White,Male,0,0,0,0,40,0,Yugoslavia,0,<=50K
22,0,Private,0,321031,0,HS-grad,9,0,Never-married,Sales,0,Own-child,Black,Female,0,0,0,0,40,0,United-States,0,<=50K
66,0,missing,1,168071,0,HS-grad,9,0,Married-civ-spouse,missing,1,Husband,White,Male,0,0,0,0,30,1,United-States,0,<=50K
24,0,State-gov,0,273905,0,Assoc-acdm,12,0,Married-civ-spouse,Protective-serv,0,Husband,White,Male,0,0,0,0,50,0,United-States,0,<=50K
28,0,Self-emp-inc,0,31717,0,HS-grad,9,0,Married-civ-spouse,Exec-managerial,0,Husband,White,Male,0,0,0,0,45,0,United-States,0,>50K
43,0,Private,0,345789,0,Bachelors,13,0,Married-civ-spouse,Prof-specialty,0,Wife,White,Female,15024,0,0,0,50,0,United-States,0,>50K
19,0,Private,0,236396,0,11th,7,0,Never-married,Handlers-cleaners,0,Not-in-family,White,Male,0,0,0,0,40,0,United-States,0,<=50K
26,0,Private,0,154966,0,Some-college,10,0,Married-civ-spouse,Craft-repair,0,Husband,White,Male,0,0,0,0,40,0,Puerto-Rico,0,<=50K
35,0,Private,0,189092,0,Bachelors,13,0,Married-civ-spouse,Exec-managerial,0,Husband,White,Male,0,0,0,0,40,0,United-States,0,>50K
29,0,Private,0,82242,0,Prof-school,15,0,Never-married,Prof-specialty,0,Unmarried,White,Male,27828,0,0,0,45,0,Germany,0,>50K
32,0,Private,0,38797,0,Assoc-voc,11,0,Never-married,Craft-repair,0,Not-in-family,White,Male,0,0,0,0,40,0,United-States,0,<=50K
26,0,Private,0,102460,0,Some-college,10,0,Married-civ-spouse,Adm-clerical,0,Husband,White,Male,0,0,0,0,40,0,United-States,0,<=50K
42,0,Federal-gov,0,108183,0,Masters,14,0,Married-civ-spouse,Prof-specialty,0,Husband,Asian-Pac-Islander,Male,0,0,1902,0,40,0,South,0,>50K
67,0,Private,0,397831,0,Some-college,10,0,Married-civ-spouse,Exec-managerial,0,Husband,White,Male,0,0,1539,0,40,0,United-States,0,<=50K
18,0,Private,0,51789,0,Some-college,10,0,Never-married,Other-service,0,Own-child,White,Male,0,0,0,0,8,1,United-States,0,<=50K
18,0,missing,1,23233,0,10th,6,0,Never-married,missing,1,Own-child,White,Male,0,0,0,0,40,0,United-States,0,<=50K
50,0,Private,0,338283,0,Some-college,10,0,Married-civ-spouse,Craft-repair,0,Husband,White,Male,0,0,0,0,40,0,United-States,0,>50K
36,0,Private,0,111128,0,Some-college,10,0,Married-civ-spouse,Craft-repair,0,Husband,White,Male,0,0,0,0,45,0,United-States,0,<=50K
61,0,Self-emp-not-inc,0,117387,0,11th,7,0,Married-civ-spouse,Exec-managerial,0,Husband,White,Male,0,0,0,0,20,1,United-States,0,<=50K
47,0,Private,0,160440,0,Bachelors,13,0,Married-civ-spouse,Sales,0,Husband,White,Male,0,0,0,0,55,1,United-States,0,>50K
36,0,Self-emp-not-inc,0,36270,0,HS-grad,9,0,Divorced,Transport-moving,0,Not-in-family,White,Male,0,0,0,0,60,1,United-States,0,<=50K
34,0,Private,0,226629,0,HS-grad,9,0,Never-married,Priv-house-serv,0,Not-in-family,White,Female,0,0,0,0,40,0,Mexico,0,<=50K
44,0,Private,0,106682,0,HS-grad,9,0,Married-civ-spouse,Sales,0,Husband,White,Male,0,0,0,0,60,1,United-States,0,<=50K
42,0,Private,0,385591,0,HS-grad,9,0,Married-civ-spouse,Exec-managerial,0,Husband,White,Male,0,0,0,0,50,0,United-States,0,>50K
37,0,Self-emp-not-inc,0,121510,0,HS-grad,9,0,Divorced,Exec-managerial,0,Unmarried,White,Male,0,0,0,0,55,1,United-States,0,<=50K
37,0,Private,0,234807,0,HS-grad,9,0,Divorced,Adm-clerical,0,Unmarried,White,Female,0,0,0,0,37,0,United-States,0,<=50K
41,0,Private,0,185660,0,HS-grad,9,0,Separated,Adm-clerical,0,Unmarried,White,Female,0,0,0,0,40,0,United-States,0,<=50K
42,0,Private,0,210275,0,Masters,14,0,Divorced,Tech-support,0,Unmarried,Black,Female,4687,0,0,0,35,0,United-States,0,>50K
46,0,Private,0,108699,0,Some-college,10,0,Widowed,Adm-clerical,0,Not-in-family,White,Female,0,0,0,0,60,1,United-States,0,<=50K
40,0,Private,0,178417,0,HS-grad,9,0,Married-civ-spouse,Craft-repair,0,Husband,White,Male,0,0,0,0,35,0,United-States,0,<=50K
20,0,Private,0,482732,1,HS-grad,9,0,Never-married,Adm-clerical,0,Other-relative,White,Male,0,0,0,0,24,1,United-States,0,<=50K
34,0,Private,0,98656,0,Some-college,10,0,Never-married,Prof-specialty,0,Not-in-family,White,Female,0,0,0,0,40,0,United-States,0,<=50K
29,0,Private,0,149324,0,Some-college,10,0,Married-civ-spouse,Craft-repair,0,Husband,White,Male,0,0,1485,0,40,0,United-States,0,>50K
59,0,Private,0,264357,0,10th,6,0,Married-civ-spouse,Transport-moving,0,Husband,White,Male,0,0,0,0,50,0,United-States,0,<=50K
64,0,missing,1,45817,0,9th,5,0,Married-civ-spouse,missing,1,Husband,White,Male,0,0,0,0,50,0,United-States,0,<=50K
22,0,Private,0,260594,0,11th,7,0,Never-married,Sales,0,Unmarried,White,Female,0,0,0,0,25,1,United-States,0,<=50K
57,0,Private,0,172291,0,HS-grad,9,0,Divorced,Adm-clerical,0,Other-relative,Black,Female,0,0,0,0,40,0,United-States,0,<=50K
43,0,Private,0,69758,0,Assoc-acdm,12,0,Married-civ-spouse,Tech-support,0,Husband,Asian-Pac-Islander,Male,0,0,0,0,40,0,United-States,0,<=50K
36,0,Private,0,605502,1,10th,6,0,Never-married,Transport-moving,0,Not-in-family,Black,Female,0,0,0,0,40,0,United-States,0,<=50K
39,0,Private,0,179731,0,Masters,14,0,Married-civ-spouse,Exec-managerial,0,Wife,White,Female,0,0,2415,0,65,1,United-States,0,>50K
33,0,Private,0,155781,0,Prof-school,15,0,Never-married,Prof-specialty,0,Not-in-family,White,Male,0,0,0,0,40,0,United-States,0,>50K
46,0,Private,0,174995,0,HS-grad,9,0,Divorced,Adm-clerical,0,Unmarried,White,Female,0,0,0,0,45,0,United-States,0,<=50K
48,0,Private,0,155862,0,HS-grad,9,0,Divorced,Transport-moving,0,Not-in-family,White,Male,0,0,0,0,65,1,United-States,0,<=50K
44,0,Private,0,230478,0,Bachelors,13,0,Married-civ-spouse,Exec-managerial,0,Husband,White,Male,0,0,0,0,40,0,United-States,0,>50K
28,0,Private,0,68642,0,HS-grad,9,0,Never-married,Other-service,0,Not-in-family,White,Female,0,0,0,0,46,0,United-States,0,<=50K
22,0,Private,0,107801,0,Assoc-voc,11,0,Never-married,Adm-clerical,0,Own-child,White,Female,0,0,0,0,40,0,United-States,0,<=50K
19,0,Private,0,111232,0,HS-grad,9,0,Never-married,Sales,0,Own-child,White,Male,0,0,0,0,40,0,United-States,0,<=50K
36,0,Private,0,160035,0,HS-grad,9,0,Married-civ-spouse,Craft-repair,0,Husband,White,Male,3908,0,0,0,55,1,United-States,0,<=50K
33,0,Local-gov,0,365908,0,HS-grad,9,0,Married-civ-spouse,Other-service,0,Husband,Black,Male,2105,0,0,0,40,0,United-States,0,<=50K
59,0,Federal-gov,0,43280,0,Some-college,10,0,Never-married,Exec-managerial,0,Own-child,Black,Female,0,0,0,0,40,0,United-States,0,<=50K
31,0,Private,0,102884,0,HS-grad,9,0,Married-civ-spouse,Machine-op-inspct,0,Husband,White,Male,0,0,0,0,50,0,United-States,0,<=50K
37,0,Private,0,270059,0,Some-college,10,0,Divorced,Adm-clerical,0,Unmarried,White,Female,25236,0,0,0,25,1,United-States,0,>50K
47,0,Private,0,115813,0,Assoc-acdm,12,0,Separated,Adm-clerical,0,Unmarried,White,Female,0,0,0,0,57,1,United-States,0,<=50K
24,0,Private,0,403865,0,Some-college,10,0,Married-civ-spouse,Craft-repair,0,Husband,White,Male,0,0,0,0,56,1,United-States,0,<=50K
46,0,Private,0,75256,0,HS-grad,9,0,Married-civ-spouse,Priv-house-serv,0,Wife,White,Female,0,0,0,0,40,0,United-States,0,<=50K
26,0,Private,0,59367,0,Bachelors,13,0,Never-married,Machine-op-inspct,0,Other-relative,White,Male,0,0,0,0,40,0,United-States,0,<=50K
23,0,Private,0,314894,0,HS-grad,9,0,Never-married,Exec-managerial,0,Own-child,White,Female,0,0,0,0,45,0,United-States,0,<=50K
31,0,Self-emp-inc,0,114937,0,Bachelors,13,0,Married-civ-spouse,Exec-managerial,0,Husband,White,Male,0,0,0,0,55,1,United-States,0,>50K
17,0,Private,0,56536,0,11th,7,0,Never-married,Sales,0,Own-child,White,Female,1055,0,0,0,18,1,India,0,<=50K
41,0,State-gov,0,73199,0,Bachelors,13,0,Married-civ-spouse,Exec-managerial,0,Husband,Asian-Pac-Islander,Male,0,0,0,0,40,0,United-States,0,<=50K
36,0,missing,1,36635,0,Some-college,10,0,Never-married,missing,1,Unmarried,White,Female,0,0,0,0,25,1,United-States,0,<=50K
41,0,Private,0,224799,0,Some-college,10,0,Married-civ-spouse,Craft-repair,0,Husband,White,Male,0,0,0,0,40,0,United-States,0,<=50K
32,0,Private,0,53277,0,Masters,14,0,Married-civ-spouse,Exec-managerial,0,Husband,White,Male,0,0,0,0,60,1,United-States,0,>50K
44,0,Private,0,155701,0,7th-8th,4,1,Separated,Other-service,0,Unmarried,White,Female,0,0,0,0,38,0,Peru,0,<=50K
38,0,Private,0,208358,0,HS-grad,9,0,Married-civ-spouse,Craft-repair,0,Husband,White,Male,0,0,0,0,40,0,United-States,0,>50K
38,0,Federal-gov,0,207066,0,HS-grad,9,0,Married-civ-spouse,Exec-managerial,0,Husband,White,Male,0,0,0,0,42,0,United-States,0,>50K
37,0,State-gov,0,117651,0,Bachelors,13,0,Never-married,Prof-specialty,0,Other-relative,White,Male,0,0,0,0,40,0,United-States,0,<=50K
61,0,Private,0,223133,0,HS-grad,9,0,Divorced,Handlers-cleaners,0,Not-in-family,Black,Female,0,0,0,0,40,0,United-States,0,<=50K
