medinc,medinc__is_outlier,houseage,houseage__is_outlier,averooms,averooms__is_outlier,avebedrms,avebedrms__is_outlier,population,population__is_outlier,aveoccup,aveoccup__is_outlier,latitude,latitude__is_outlier,longitude,longitude__is_outlier,medhouseval,medhouseval__is_outlier
3.8676,0,40.0,0,5.514195583596215,0,1.003154574132492,0,914.0,0,2.883280757097792,0,37.67,0,-122.13,0,1.84,0
3.1453,0,23.0,0,5.483582089552239,0,0.991044776119403,0,1064.0,0,3.1761194029850746,0,36.2,0,-119.31,0,0.745,0
1.7727,0,31.0,0,4.961937716262976,0,0.9792387543252596,0,811.0,0,2.8062283737024223,0,39.44,0,-121.55,0,0.49,0
8.7015,1,18.0,0,7.519823788546255,0,0.9559471365638766,0,1272.0,0,2.801762114537445,0,33.78,0,-118.05,0,3.909,0
6.629,0,25.0,0,6.154545454545454,0,0.8727272727272727,0,596.0,0,2.709090909090909,0,37.54,0,-121.93,0,3.524,0
1.9875,0,18.0,0,3.481375358166189,0,0.9169054441260746,0,1195.0,0,3.424068767908309,0,32.56,0,-117.05,0,1.149,0
5.6233,0,21.0,0,6.605113636363637,0,1.041193181818182,0,2014.0,0,2.8607954545454546,0,37.03,0,-122.03,0,3.22,0
1.1635,0,39.0,0,3.7808988764044944,0,1.0674157303370786,0,1520.0,0,4.269662921348314,0,33.97,0,-118.25,0,1.087,0
8.2159,1,22.0,0,7.599656357388316,0,1.0687285223367695,0,1995.0,0,3.427835051546392,0,34.3,0,-118.54,0,3.762,0
2.1141,0,27.0,0,3.8552036199095023,0,1.0723981900452488,0,1024.0,0,4.633484162895928,1,34.05,0,-117.74,0,1.109,0
1.3417,0,40.0,0,4.65979381443299,0,1.1237113402061856,0,412.0,0,4.247422680412371,0,37.94,0,-121.3,0,0.608,0
3.7569,0,42.0,0,4.896373056994818,0,1.0,0,460.0,0,2.383419689119171,0,38.61,0,-121.37,0,1.271,0
3.75,0,10.0,0,16.847533632286996,1,3.2376681614349776,1,546.0,0,2.4484304932735426,0,38.23,0,-120.34,0,1.214,0
2.75,0,32.0,0,6.090301003344481,0,1.1538461538461535,0,812.0,0,2.7157190635451505,0,36.32,0,-119.25,0,0.722,0
2.9286,0,31.0,0,3.948,0,1.068,0,619.0,0,2.476,0,32.76,0,-117.1,0,1.518,0
3.6875,0,36.0,0,3.8521739130434782,0,1.017391304347826,0,577.0,0,5.017391304347826,1,33.72,0,-117.9,0,1.375,0
5.0369,0,12.0,0,5.624233128834356,0,0.98159509202454,0,2173.0,0,3.3328220858895707,0,37.81,0,-121.21,0,1.639,0
4.6681,0,19.0,0,6.050802139037433,0,1.109625668449198,0,2318.0,0,3.098930481283422,0,33.83,0,-118.04,0,3.207,0
4.5972,0,19.0,0,9.791139240506327,1,2.0970464135021096,1,1334.0,0,2.814345991561181,0,34.21,0,-117.12,0,1.239,0
5.062,0,32.0,0,7.106761565836299,0,1.1281138790035588,0,866.0,0,3.0818505338078293,0,34.87,0,-120.41,0,1.589,0
3.712,0,21.0,0,6.373333333333333,0,1.0566666666666666,0,1818.0,0,3.03,0,38.66,0,-121.3,0,1.39,0
2.7234,0,44.0,0,5.810218978102189,0,1.0602189781021898,0,1399.0,0,2.552919708029197,0,38.01,0,-121.8,0,1.102,0
5.0195,0,19.0,0,6.02346570397112,0,1.01985559566787,0,1646.0,0,2.971119133574008,0,33.18,0,-117.24,0,2.002,0
4.0227,0,10.0,0,6.346846846846847,0,1.117117117117117,0,782.0,0,3.5225225225225225,0,38.03,0,-121.3,0,1.077,0
5.0,0,26.0,0,5.599173553719008,0,1.0289256198347108,0,1439.0,0,2.9731404958677685,0,38.32,0,-122.32,0,1.752,0
3.4028,0,32.0,0,3.075892857142857,0,1.0982142857142858,0,1202.0,0,2.6830357142857144,0,33.84,0,-117.95,0,1.837,0
3.9038,0,35.0,0,6.177966101694915,0,1.1059322033898304,0,686.0,0,2.906779661016949,0,33.9,0,-118.13,0,2.027,0
2.9896,0,33.0,0,4.406741573033708,0,1.0382022471910113,0,1693.0,0,3.804494382022472,0,34.43,0,-119.68,0,2.36,0
2.3272,0,37.0,0,4.746958637469587,0,1.051094890510949,0,1089.0,0,2.6496350364963503,0,38.53,0,-121.44,0,0.806,0
3.9632,0,50.0,0,5.753731343283582,0,1.078358208955224,0,654.0,0,2.4402985074626864,0,37.75,0,-122.23,0,2.4,0
2.05,0,34.0,0,6.0588235294117645,0,1.358288770053476,1,495.0,0,2.647058823529412,0,38.54,0,-120.79,0,0.689,0
2.6016,0,17.0,0,3.6177260519247993,0,1.0465532676812892,0,3309.0,1,2.962399283795882,0,34.17,0,-118.3,0,2.224,0
6.3052,0,31.0,0,5.292096219931271,0,0.9037800687285223,0,1493.0,0,2.5652920962199315,0,37.34,0,-122.01,0,3.442,0
1.9286,0,35.0,0,4.480662983425415,0,1.0856353591160222,0,1296.0,0,3.580110497237569,0,34.13,0,-117.31,0,0.685,0
1.8167,0,35.0,0,3.9172413793103447,0,1.0344827586206895,0,622.0,0,4.289655172413793,0,37.62,0,-121.01,0,0.795,0
3.4907,0,34.0,0,4.901719901719901,0,1.0245700245700249,0,1573.0,0,3.864864864864865,0,33.92,0,-118.04,0,1.535,0
4.1667,0,48.0,0,5.339160839160839,0,1.0314685314685317,0,589.0,0,2.05944055944056,0,34.09,0,-118.27,0,3.448,0
4.7308,0,33.0,0,6.575596816976128,0,1.013262599469496,0,979.0,0,2.5968169761273208,0,38.55,0,-121.75,0,2.362,0
4.1576,0,26.0,0,5.175925925925926,0,1.0169753086419753,0,2020.0,0,3.117283950617284,0,34.21,0,-118.86,0,2.118,0
3.6475,0,47.0,0,4.970530451866405,0,1.1100196463654224,0,1262.0,0,2.479371316306483,0,33.99,0,-118.04,0,1.971,0
6.6086,0,12.0,0,5.775956284153006,0,1.0027322404371584,0,2594.0,0,3.543715846994536,0,37.44,0,-121.9,0,2.994,0
3.2315,0,35.0,0,6.698757763975156,0,1.5124223602484472,1,768.0,0,2.3850931677018634,0,38.54,0,-123.02,0,1.369,0
2.5224,0,19.0,0,3.5606299212598427,0,1.0110236220472442,0,3545.0,1,5.582677165354331,1,33.74,0,-117.88,0,1.485,0
4.1523,0,34.0,0,4.6415094339622645,0,1.0943396226415094,0,926.0,0,2.495956873315364,0,34.22,0,-118.24,0,2.52,0
5.3849,0,30.0,0,4.80718085106383,0,1.0106382978723405,0,2813.0,0,3.7406914893617023,0,33.82,0,-118.28,0,2.177,0
2.331,0,28.0,0,5.146913580246913,0,1.1049382716049383,0,2587.0,0,3.193827160493828,0,39.13,0,-122.09,0,0.655,0
2.1094,0,10.0,0,5.817767653758542,0,1.14123006833713,0,922.0,0,2.1002277904328017,0,37.96,0,-120.39,0,1.64,0
2.7072,0,37.0,0,9.21220930232558,1,2.0901162790697674,1,777.0,0,2.258720930232558,0,38.49,0,-122.94,0,1.171,0
5.3241,0,14.0,0,7.049645390070922,0,0.9739952718676124,0,1408.0,0,3.3286052009456264,0,36.83,0,-119.82,0,1.23,0
7.0151,0,23.0,0,9.691891891891892,1,1.2324324324324325,0,1826.0,0,3.2900900900900902,0,33.65,0,-117.96,0,3.506,0
5.0821,0,4.0,0,4.014634146341463,0,0.9951219512195122,0,853.0,0,2.080487804878049,0,37.44,0,-121.9,0,2.655,0
4.4567,0,36.0,0,5.115384615384615,0,1.0,0,1080.0,0,2.967032967032967,0,36.95,0,-122.04,0,2.638,0
8.2598,1,52.0,0,7.094707520891365,0,1.0389972144846795,0,876.0,0,2.4401114206128134,0,37.57,0,-122.34,0,5.00001,1
1.9444,0,26.0,0,4.468809073724008,0,1.1417769376181477,0,1520.0,0,2.873345935727788,0,34.64,0,-120.46,0,1.294,0
3.285,0,10.0,0,5.302491103202847,0,1.0409252669039146,0,1593.0,0,2.8345195729537367,0,34.93,0,-120.43,0,2.183,0
2.5875,0,22.0,0,4.762295081967213,0,0.9057377049180328,0,995.0,0,4.077868852459017,0,34.11,0,-117.23,0,0.813,0
3.6827,0,52.0,0,5.758904109589041,0,1.104109589041096,0,898.0,0,2.46027397260274,0,33.79,0,-117.85,0,2.368,0
4.2837,0,16.0,0,4.214046822742475,0,1.1078595317725752,0,3150.0,1,2.6337792642140467,0,37.36,0,-121.96,0,2.645,0
3.2875,0,48.0,0,5.331230283911672,0,1.0694006309148263,0,962.0,0,3.034700315457413,0,37.72,0,-122.46,0,2.215,0
4.6327,0,34.0,0,5.552816901408451,0,0.9577464788732394,0,880.0,0,3.0985915492957745,0,33.93,0,-117.44,0,1.16,0
5.2852,0,25.0,0,6.74,0,1.05,0,660.0,0,3.3,0,33.99,0,-117.96,0,2.976,0
1.3615,0,43.0,0,3.7186858316221767,0,1.053388090349076,0,2123.0,0,4.359342915811088,0,34.02,0,-118.21,0,1.333,0
4.6445,0,17.0,0,6.045618247298919,0,0.9807923169267708,0,2084.0,0,2.501800720288115,0,34.15,0,-117.23,0,1.372,0
5.2162,0,35.0,0,5.417827298050139,0,0.9944289693593314,0,1227.0,0,3.417827298050139,0,33.95,0,-118.04,0,1.719,0
3.9917,0,35.0,0,4.609137055837564,0,0.9847715736040608,0,413.0,0,2.0964467005076144,0,37.96,0,-122.53,0,2.908,0
6.3258,0,16.0,0,6.412621359223301,0,1.087378640776699,0,650.0,0,3.155339805825242,0,37.06,0,-121.96,0,3.9,0
6.8268,0,21.0,0,6.782515991471215,0,0.953091684434968,0,1416.0,0,3.0191897654584223,0,33.9,0,-117.87,0,2.803,0
4.0993,0,5.0,0,5.4324324324324325,0,0.9896049896049895,0,1490.0,0,3.0977130977130978,0,36.79,0,-119.69,0,0.83,0
5.2139,0,18.0,0,5.733333333333333,0,0.9614035087719298,0,899.0,0,3.1543859649122807,0,34.02,0,-117.31,0,1.293,0
2.5224,0,39.0,0,4.110970996216897,0,1.0353089533417403,0,3130.0,0,3.9470365699873895,0,36.67,0,-121.61,0,1.192,0
2.6991,0,50.0,0,4.809338521400778,0,1.0972762645914398,0,1079.0,0,4.198443579766537,0,34.4,0,-119.05,0,1.813,0
3.6673,0,22.0,0,3.5308510638297874,0,1.1117021276595744,0,1848.0,0,1.9659574468085104,0,34.04,0,-118.45,0,2.833,0
3.4531,0,44.0,0,5.778801843317972,0,1.1612903225806452,0,498.0,0,2.294930875576037,0,37.98,0,-122.03,0,1.489,0
2.3125,0,44.0,0,4.399491094147582,0,1.0534351145038168,0,1240.0,0,3.1552162849872776,0,37.78,0,-122.21,0,1.028,0
1.5898,0,35.0,0,4.176678445229682,0,1.0777385159010602,0,977.0,0,3.452296819787986,0,33.95,0,-118.3,0,0.94,0
2.4079,0,7.0,0,4.035853468433359,0,1.0413094310210445,0,2557.0,0,1.9929851909586904,0,40.6,0,-122.37,0,1.114,0
15.0001,1,17.0,0,8.52037617554859,1,1.0219435736677116,0,1011.0,0,3.169278996865204,0,32.99,0,-117.23,0,5.00001,1
6.091,0,20.0,0,7.229166666666667,0,1.0208333333333333,0,1319.0,0,3.053240740740741,0,33.69,0,-117.96,0,2.904,0
4.1847,0,11.0,0,3.830838323353293,0,1.0389221556886228,0,1309.0,0,1.9595808383233533,0,37.37,0,-122.01,0,1.673,0
4.7068,0,6.0,0,5.81031976744186,0,1.059593023255814,0,4771.0,1,3.467296511627907,0,32.62,0,-116.98,0,1.843,0
2.0156,0,44.0,0,4.076923076923077,0,1.1538461538461535,0,502.0,0,4.2905982905982905,0,34.06,0,-117.75,0,1.125,0
7.9611,0,31.0,0,6.147058823529412,0,1.0336134453781514,0,1149.0,0,2.413865546218488,0,33.89,0,-118.4,0,5.00001,1
3.0795,0,8.0,0,4.0524017467248905,0,1.1018922852983988,0,3565.0,1,2.594614264919942,0,34.25,0,-118.29,0,1.615,0
2.5625,0,23.0,0,3.8995215311004783,0,0.8660287081339713,1,1267.0,0,3.0311004784688995,0,32.61,0,-117.06,0,1.311,0
4.2875,0,16.0,0,5.900462962962963,0,0.9907407407407408,0,1486.0,0,3.439814814814815,0,34.65,0,-120.47,0,1.507,0
6.3021,0,24.0,0,5.763837638376383,0,1.033210332103321,0,1312.0,0,2.4206642066420665,0,33.86,0,-118.38,0,3.338,0
5.1118,0,32.0,0,5.855491329479769,0,0.976878612716763,0,436.0,0,2.520231213872832,0,37.98,0,-122.0,0,2.269,0
1.125,0,20.0,0,5.469387755102041,0,1.5918367346938775,1,77.0,0,1.5714285714285714,0,37.94,0,-121.23,0,1.5,0
3.1713,0,42.0,0,4.642714570858283,0,1.003992015968064,0,1832.0,0,3.656686626746507,0,33.88,0,-118.18,0,1.61,0
2.105,0,52.0,0,3.388888888888889,0,1.0902777777777777,0,1284.0,0,2.2291666666666665,0,37.78,0,-122.43,0,3.167,0
3.4265,0,52.0,0,4.703448275862069,0,1.0367816091954023,0,944.0,0,2.170114942528736,0,34.07,0,-118.36,0,4.569,0
3.7361,0,45.0,0,5.233333333333333,0,1.0933333333333333,0,1321.0,0,4.403333333333333,0,33.94,0,-118.2,0,1.718,0
3.7578,0,33.0,0,4.554858934169279,0,1.0219435736677116,0,1609.0,0,5.043887147335423,1,34.03,0,-117.95,0,1.558,0
3.1534,0,20.0,0,5.444976076555024,0,1.0574162679425838,0,459.0,0,2.196172248803828,0,38.83,0,-122.21,0,1.234,0
5.5335,0,21.0,0,6.113924050632911,0,1.0886075949367089,0,417.0,0,2.6392405063291138,0,33.88,0,-118.37,0,3.426,0
4.0,0,47.0,0,6.18724279835391,0,1.0781893004115226,0,1152.0,0,2.3703703703703702,0,38.11,0,-122.23,0,1.415,0
6.2464,0,4.0,0,6.461855670103093,0,1.0391752577319588,0,1599.0,0,3.296907216494845,0,33.65,0,-117.6,0,2.339,0
1.1667,0,52.0,0,5.401069518716578,0,1.1176470588235294,0,604.0,0,3.229946524064171,0,37.81,0,-122.3,0,0.784,0
3.9922,0,35.0,0,6.540229885057471,0,1.1111111111111112,0,1761.0,0,3.3735632183908044,0,32.68,0,-117.05,0,1.298,0
4.7391,0,35.0,0,5.94919168591224,0,1.023094688221709,0,1273.0,0,2.9399538106235568,0,37.69,0,-122.49,0,2.728,0
1.9609,0,23.0,0,3.393617021276596,0,1.1622340425531914,0,1359.0,0,3.61436170212766,0,36.91,0,-121.76,0,1.55,0
4.375,0,33.0,0,4.888040712468193,0,1.010178117048346,0,1492.0,0,3.796437659033079,0,34.1,0,-117.92,0,1.505,0
3.1576,0,45.0,0,3.963924963924964,0,1.0086580086580086,0,1320.0,0,1.9047619047619049,0,37.78,0,-122.45,0,3.333,0
2.1111,0,20.0,0,5.339920948616601,0,1.007905138339921,0,762.0,0,3.0118577075098814,0,35.34,0,-118.88,0,1.053,0
4.7557,0,7.0,0,6.874717832957111,0,1.0395033860045146,0,2916.0,0,3.291196388261851,0,38.41,0,-121.38,0,1.504,0
3.6806,0,35.0,0,6.701657458563536,0,1.1049723756906078,0,532.0,0,2.9392265193370166,0,32.81,0,-117.16,0,1.724,0
1.4868,0,36.0,0,4.665760869565218,0,1.1331521739130437,0,902.0,0,2.4510869565217392,0,33.96,0,-118.29,0,1.132,0
2.6923,0,49.0,0,3.8093023255813954,0,1.0604651162790697,0,1500.0,0,3.488372093023256,0,34.09,0,-118.23,0,1.5,0
3.4398,0,35.0,0,5.505119453924915,0,1.0170648464163825,0,911.0,0,3.1092150170648463,0,34.08,0,-117.74,0,1.343,0
3.8825,0,10.0,0,5.235915492957746,0,1.0352112676056338,0,1559.0,0,2.744718309859155,0,38.11,0,-121.28,0,1.368,0
3.756,0,31.0,0,4.977622377622378,0,1.0265734265734263,0,2975.0,0,4.160839160839161,0,34.05,0,-118.1,0,1.833,0
2.4271,0,42.0,0,4.344827586206897,0,1.0031347962382444,0,1163.0,0,3.64576802507837,0,33.9,0,-118.25,0,0.895,0
1.8229,0,17.0,0,4.903345724907063,0,1.174721189591078,0,384.0,0,1.427509293680297,0,37.99,0,-122.06,0,1.375,0
2.1719,0,44.0,0,4.283489096573208,0,1.0934579439252337,0,766.0,0,2.3862928348909658,0,38.57,0,-121.5,0,0.875,0
4.9464,0,12.0,0,6.135593220338983,0,0.9943502824858758,0,1013.0,0,2.861581920903955,0,36.3,0,-119.33,0,1.156,0
5.1664,0,32.0,0,5.825454545454545,0,1.1527272727272728,0,752.0,0,2.7345454545454544,0,37.16,0,-122.12,0,1.851,0
4.6019,0,36.0,0,5.235732009925559,0,1.032258064516129,0,1128.0,0,2.7990074441687347,0,33.85,0,-118.13,0,2.084,0
5.0384,0,35.0,0,6.228070175438597,0,1.0292397660818713,0,574.0,0,3.3567251461988303,0,33.89,0,-118.0,0,2.008,0
7.1134,0,38.0,0,5.487341772151899,0,1.1033755274261603,0,870.0,0,1.835443037974684,0,34.11,0,-118.38,0,4.167,0
6.2296,0,26.0,0,7.216666666666667,0,0.9666666666666668,0,533.0,0,2.9611111111111112,0,37.94,0,-121.94,0,2.917,0
0.4999,0,46.0,0,1.7142857142857142,1,0.5714285714285714,1,18.0,0,2.571428571428572,0,37.81,0,-122.29,0,0.675,0
4.4286,0,52.0,0,5.433537832310838,0,1.0224948875255624,0,1131.0,0,2.312883435582822,0,37.9,0,-122.29,0,2.349,0
4.6875,0,34.0,0,5.857142857142857,0,1.0267857142857142,0,342.0,0,3.0535714285714284,0,37.66,0,-122.1,0,2.006,0
3.87,0,26.0,0,6.048843187660668,0,1.0,0,1420.0,0,3.650385604113111,0,34.7,0,-120.43,0,1.258,0
1.5988,0,50.0,0,4.686192468619247,0,1.1757322175732217,0,625.0,0,2.6150627615062763,0,38.01,0,-121.82,0,0.964,0
3.225,0,19.0,0,5.238095238095238,0,1.0680272108843538,0,1341.0,0,3.0408163265306123,0,35.48,0,-120.65,0,1.669,0
2.2244,0,24.0,0,4.491408934707904,0,1.0790378006872852,0,917.0,0,3.1512027491408934,0,38.43,0,-121.83,0,0.981,0
2.8125,0,30.0,0,4.668393782383419,0,1.038860103626943,0,776.0,0,2.010362694300518,0,32.77,0,-117.0,0,1.735,0
4.0714,0,9.0,0,6.679279279279279,0,1.0846846846846847,0,1601.0,0,2.8846846846846845,0,38.65,0,-120.97,0,3.006,0
3.65,0,13.0,0,4.44,0,0.9454545454545454,0,682.0,0,2.48,0,37.67,0,-120.98,0,1.555,0
2.3011,0,18.0,0,4.856823266219239,0,1.0738255033557047,0,1527.0,0,3.416107382550336,0,39.11,0,-121.56,0,0.575,0
10.1989,1,17.0,0,7.474874371859296,0,0.9321608040201004,0,1247.0,0,3.1331658291457285,0,33.62,0,-117.86,0,5.00001,1
2.5726,0,41.0,0,3.8424015009380863,0,1.127579737335835,0,852.0,0,1.598499061913696,0,33.77,0,-118.18,0,1.938,0
3.0583,0,41.0,0,4.117460317460317,0,1.0380952380952382,0,733.0,0,2.326984126984127,0,34.26,0,-118.31,0,1.603,0
4.0726,0,38.0,0,4.666666666666667,0,0.9760191846522782,0,975.0,0,2.338129496402878,0,37.54,0,-122.31,0,3.854,0
3.05,0,17.0,0,8.32008830022075,0,2.004415011037528,1,1160.0,0,2.5607064017660046,0,37.64,0,-118.98,0,1.889,0
1.0516,0,41.0,0,4.275675675675676,0,1.1243243243243244,0,1422.0,0,3.843243243243243,0,33.98,0,-118.29,0,1.083,0
4.8472,0,19.0,0,7.309255079006772,0,1.419864559819413,1,1195.0,0,2.697516930022573,0,34.32,0,-119.39,0,5.00001,1
5.0605,0,32.0,0,5.735238095238096,0,1.0076190476190476,0,1287.0,0,2.4514285714285715,0,34.18,0,-118.55,0,3.11,0
7.8627,0,24.0,0,7.145114942528736,0,1.0186781609195403,0,1692.0,0,2.431034482758621,0,37.26,0,-122.04,0,5.00001,1
2.1652,0,14.0,0,3.7512195121951217,0,1.056910569105691,0,5723.0,1,9.30569105691057,1,34.4,0,-119.85,0,0.375,0
4.5129,0,16.0,0,6.174757281553398,0,1.046116504854369,0,1199.0,0,2.9101941747572817,0,38.95,0,-121.19,0,1.963,0
4.3173,0,46.0,0,5.491803278688525,0,1.0608899297423888,0,1031.0,0,2.414519906323185,0,34.16,0,-118.32,0,2.783,0
3.2239,0,52.0,0,3.996007984031936,0,1.037924151696607,0,939.0,0,1.874251497005988,0,37.77,0,-122.44,0,4.889,1
3.1818,0,18.0,0,4.212477928193055,0,1.100058858151854,0,4642.0,1,2.732195409064156,0,34.2,0,-118.57,0,2.08,0
4.0313,0,13.0,0,5.079119086460032,0,1.0742251223491028,0,3739.0,1,3.0497553017944536,0,34.21,0,-118.58,0,2.993,0
5.3124,0,52.0,0,5.348648648648648,0,0.9702702702702702,0,648.0,0,1.7513513513513514,0,37.79,0,-122.44,0,5.00001,1
4.0388,0,17.0,0,4.877598152424942,0,1.1085450346420322,0,1893.0,0,4.371824480369515,0,33.51,0,-117.67,0,1.204,0
2.6147,0,11.0,0,6.26813880126183,0,1.1466876971608833,0,1610.0,0,2.539432176656152,0,39.82,0,-121.63,0,1.077,0
2.6336,0,43.0,0,3.104404567699837,0,1.0358890701468189,0,1919.0,0,3.130505709624796,0,34.09,0,-118.25,0,1.743,0
3.5511,0,32.0,0,4.222543352601156,0,0.9826589595375722,0,1909.0,0,5.517341040462428,1,33.72,0,-117.86,0,1.591,0
1.6902,0,41.0,0,4.3142292490118574,0,1.1047430830039526,0,1202.0,0,2.375494071146245,0,39.14,0,-121.62,0,0.615,0
5.49,0,15.0,0,6.136400986031225,0,1.047658175842235,0,3033.0,0,2.4921939194741167,0,33.45,0,-117.65,0,2.393,0
4.625,0,7.0,0,6.68348623853211,0,1.1116207951070336,0,1932.0,0,2.9541284403669725,0,35.16,0,-118.51,0,1.368,0
3.8824,0,37.0,0,5.04927536231884,0,0.982608695652174,0,1128.0,0,3.269565217391305,0,38.02,0,-122.09,0,1.137,0
5.3774,0,22.0,0,7.019230769230769,0,1.0134615384615384,0,1637.0,0,3.148076923076923,0,37.38,0,-121.79,0,3.256,0
2.625,0,42.0,0,4.788203753351207,0,0.9597855227882036,0,1318.0,0,3.533512064343164,0,33.91,0,-118.27,0,1.011,0
3.0812,0,38.0,0,4.628336755646817,0,1.0985626283367556,0,951.0,0,1.9527720739219712,0,37.8,0,-122.21,0,2.331,0
4.5655,0,35.0,0,5.670807453416149,0,0.9834368530020704,0,1481.0,0,3.0662525879917184,0,34.1,0,-117.9,0,1.766,0
4.6591,0,27.0,0,6.4964200477326965,0,1.116945107398568,0,1164.0,0,2.778042959427208,0,34.26,0,-118.49,0,2.399,0
4.7437,0,52.0,0,5.420195439739413,0,1.0635179153094465,0,1260.0,0,2.052117263843648,0,37.74,0,-122.43,0,3.31,0
1.9929,0,30.0,0,2.682722513089005,0,1.0041884816753928,0,3909.0,1,4.093193717277487,0,33.98,0,-118.23,0,1.506,0
7.5286,0,24.0,0,6.627118644067797,0,1.0529661016949152,0,1406.0,0,2.9788135593220337,0,34.06,0,-117.85,0,4.627,0
4.5268,0,22.0,0,9.880898876404494,1,2.0921348314606742,1,1145.0,0,2.5730337078651684,0,34.21,0,-117.1,0,1.084,0
4.1406,0,52.0,0,4.829411764705882,0,1.0323529411764707,0,1138.0,0,3.347058823529412,0,37.71,0,-122.46,0,2.195,0
3.6761,0,18.0,0,4.403581267217631,0,1.1143250688705235,0,1894.0,0,2.608815426997245,0,33.82,0,-117.89,0,1.405,0
5.4103,0,33.0,0,5.275747508305648,0,0.9601328903654484,0,683.0,0,2.2691029900332227,0,32.81,0,-117.24,0,3.324,0
3.915,0,28.0,0,5.652941176470589,0,1.123529411764706,0,1565.0,0,4.602941176470588,1,34.08,0,-117.48,0,1.174,0
4.1587,0,43.0,0,5.861495844875346,0,1.1274238227146811,0,900.0,0,2.4930747922437675,0,37.92,0,-122.31,0,2.122,0
3.4222,0,33.0,0,5.073322932917317,0,0.982839313572543,0,2010.0,0,3.135725429017161,0,36.7,0,-121.66,0,1.581,0
2.0476,0,41.0,0,2.720496894409938,0,1.248447204968944,1,690.0,0,4.285714285714286,0,34.09,0,-118.23,0,1.813,0
5.1782,0,33.0,0,6.228571428571429,0,0.9673469387755104,0,906.0,0,3.697959183673469,0,33.84,0,-117.88,0,2.25,0
2.862,0,21.0,0,4.2480957562568005,0,1.0663764961915123,0,1949.0,0,2.120783460282916,0,37.87,0,-122.51,0,2.584,0
1.2209,0,38.0,0,2.907117008443908,0,1.166465621230398,0,1091.0,0,1.316043425814234,0,38.57,0,-121.49,0,0.879,0
3.12,0,29.0,0,4.1925,0,1.0325,0,873.0,0,2.1825,0,34.13,0,-117.87,0,1.943,0
4.2917,0,17.0,0,6.222493887530562,0,1.0464547677261613,0,3096.0,0,2.5232273838630808,0,38.88,0,-121.06,0,1.843,0
7.5755,0,20.0,0,6.350993377483444,0,1.0066225165562914,0,798.0,0,2.642384105960265,0,37.1,0,-121.87,0,4.023,0
4.8686,0,4.0,0,6.293711656441718,0,1.052914110429448,0,3887.0,1,2.980828220858896,0,33.85,0,-117.55,0,1.953,0
3.0905,0,12.0,0,5.122489959839357,0,1.0562248995983936,0,3628.0,1,2.428380187416332,0,39.78,0,-121.86,0,1.178,0
4.6312,0,30.0,0,5.377567140600316,0,1.09478672985782,0,1794.0,0,2.834123222748816,0,37.3,0,-121.98,0,2.832,0
5.0519,0,38.0,0,5.524916943521594,0,0.9800664451827242,0,781.0,0,2.59468438538206,0,37.71,0,-122.08,0,2.27,0
3.4417,0,15.0,0,3.087264150943396,0,1.125,0,1330.0,0,3.1367924528301887,0,33.65,0,-117.92,0,1.825,0
4.3864,0,28.0,0,5.08955223880597,0,1.1134328358208956,0,1428.0,0,2.1313432835820896,0,37.89,0,-122.07,0,2.668,0
5.0096,0,34.0,0,5.936026936026936,0,1.02020202020202,0,894.0,0,3.01010101010101,0,33.91,0,-117.91,0,2.217,0
3.9041,0,36.0,0,5.098039215686274,0,1.0130718954248366,0,1441.0,0,2.354575163398693,0,34.18,0,-118.29,0,3.204,0
1.7167,0,39.0,0,4.271468144044321,0,1.0387811634349031,0,1256.0,0,3.479224376731302,0,33.96,0,-118.26,0,1.0,0
4.3269,0,13.0,0,5.926686217008798,0,1.06158357771261,0,1081.0,0,3.1700879765395893,0,33.79,0,-117.8,0,2.314,0
2.3843,0,29.0,0,5.328413284132841,0,1.2029520295202951,0,1038.0,0,3.830258302583026,0,33.82,0,-117.91,0,1.829,0
2.7083,0,16.0,0,5.1187845303867405,0,1.0773480662983426,0,1013.0,0,2.798342541436464,0,37.79,0,-121.27,0,1.739,0
9.6885,1,20.0,0,8.16842105263158,0,1.0921052631578947,0,1061.0,0,2.792105263157895,0,34.4,0,-119.79,0,5.00001,1
3.5967,0,15.0,0,4.257391304347826,0,1.0469565217391303,0,1666.0,0,2.897391304347826,0,33.75,0,-117.93,0,1.416,0
2.7694,0,17.0,0,3.862971516551193,0,1.1077752117013089,0,3069.0,0,2.3625866050808315,0,37.65,0,-122.08,0,1.619,0
4.4948,0,36.0,0,6.428104575163399,0,1.0326797385620916,0,910.0,0,2.973856209150327,0,33.91,0,-118.13,0,1.906,0
2.9911,0,52.0,0,3.92283950617284,0,1.089506172839506,0,1076.0,0,3.320987654320988,0,37.74,0,-122.42,0,2.639,0
3.5625,0,14.0,0,5.769349845201238,0,1.0603715170278638,0,1741.0,0,2.695046439628483,0,38.41,0,-121.37,0,1.257,0
3.225,0,37.0,0,5.139841688654354,0,1.04221635883905,0,1163.0,0,3.0686015831134563,0,33.96,0,-118.04,0,1.54,0
1.1667,0,52.0,0,3.75,0,1.0,0,183.0,0,3.267857142857143,0,37.81,0,-122.27,0,1.125,0
3.8542,0,33.0,0,5.00253164556962,0,1.0227848101265822,0,1379.0,0,3.491139240506329,0,33.94,0,-118.09,0,1.754,0
5.1202,0,30.0,0,6.170662905500706,0,0.9717912552891396,0,2038.0,0,2.874471086036672,0,38.02,0,-121.34,0,1.338,0
